-90,38,21,28,73,-164,151,-25,41,-65,-52,-22,-119,87,81,64,-23,-105,-67,-87,94,-110,60,-23,-19,-93,-7,-36,37,46,-18,-6,-7,-6,-37,77,-83,-43,97,-32,-7,52,-9,-62,53,130,-132,-24,-95,-23,88,13,170,-30,48,31,-59,-27,-18,-166,-15,2,17,40
16,9,94,81,-64,-50,-47,11,115,-106,-68,55,-16,-83,74,148,46,4,-105,-1,-32,16,-17,64,-52,46,-38,-101,15,60,-107,32,-25,23,-42,-142,147,-2,26,-34,76,-27,54,-111,36,-35,-69,29,-16,-80,39,25,36,-79,-27,-18,60,25,73,-1,-7,110,103,-106
-87,-46,19,55,-32,-29,129,162,-22,109,65,-101,-37,84,-92,-10,77,-5,-59,-43,-52,61,5,20,-42,57,64,-111,8,-4,-79,34,-41,49,-70,9,-26,-8,-24,44,91,-47,-68,-87,28,122,76,-64,35,2,-22,-137,87,-80,16,33,50,21,-1,28,-9,97,-57,-44
-17,69,7,65,-16,94,51,-25,20,12,14,-89,-90,35,34,-6,86,79,-36,-9,-25,-14,5,45,122,-65,27,-78,41,-11,-89,14,31,-27,135,78,76,102,85,-51,57,-73,-120,-101,-29,-72,11,22,-10,-18,16,-68,174,113,66,68,-51,160,48,-81,17,-57,-153,95
-17,147,159,138,117,162,84,-37,50,86,-47,-9,-53,-88,-23,-18,-10,-30,-171,20,-58,-66,-9,-4,66,-24,-76,-23,76,-6,-140,13,4,76,5,114,-46,-116,33,91,60,6,-51,-27,69,110,-34,-62,-95,3,19,-91,75,104,-8,18,37,37,46,17,60,21,-34,-99
95,40,69,-26,39,-68,-82,-28,-40,-38,108,3,-84,127,5,6,-82,-53,52,51,12,-39,56,-125,-49,-19,-32,14,18,-13,51,50,-93,-73,-12,80,68,-29,18,38,-45,-63,87,88,20,81,116,-87,78,-14,-25,-71,72,15,-84,-28,-89,-52,38,-24,6,24,7,2
-66,54,12,66,30,38,21,-43,15,177,37,-113,-5,-111,123,11,-35,-63,40,53,141,88,-30,-27,-70,-64,-6,21,20,-8,21,-24,-16,153,98,61,-4,-13,-12,-44,17,-76,-32,-26,48,-77,5,21,-29,-38,-53,8,54,-43,-47,77,13,89,16,50,10,104,-95,93
146,86,25,-36,-4,97,69,25,-2,71,-67,53,-48,-8,-141,51,55,-6,-132,129,67,-101,27,-1,38,27,3,-14,51,-110,-96,-37,120,32,75,67,-39,68,14,-24,122,69,-99,-41,-55,-35,-58,-26,-65,-37,37,-44,-19,-98,-28,-71,137,30,-68,25,101,104,-96,-75
116,106,-36,-3,5,-78,-111,118,-53,-11,-36,125,-36,22,67,41,-11,48,-34,127,-38,64,-96,-11,40,1,-15,-60,-58,36,-4,-5,-96,-2,-29,-25,-104,-89,-67,-26,-31,27,2,14,-27,14,120,49,99,49,13,-20,-36,-59,19,53,0,71,-95,-57,-13,-60,31,108
67,-43,7,50,65,93,141,91,-136,53,-58,11,26,18,1,136,90,-57,9,38,31,-84,52,-8,83,-19,-13,-328,56,-102,-45,75,129,28,50,49,-7,75,60,17,130,-67,2,-68,10,-13,-96,80,-90,169,103,47,35,-2,-149,-28,23,-28,87,59,50,44,-37,31
24,51,103,142,-69,20,63,57,-6,40,-34,9,-2,51,66,93,20,-42,-6,116,125,65,6,46,117,-38,134,-96,59,53,-40,23,53,97,2,26,48,55,-45,-72,-43,-67,-35,-19,92,-86,69,69,22,-60,-34,-32,-8,-42,-23,41,-28,27,121,101,60,107,141,-39
38,-79,39,43,-45,-35,53,-8,19,-72,86,54,66,73,108,-87,14,81,48,-6,-42,18,95,-7,112,67,132,12,24,-52,-100,-52,95,23,-112,13,121,118,1,16,-30,68,71,-150,-17,101,-112,-25,-11,-28,-55,119,-70,-41,63,-27,69,4,-90,6,24,63,29,57
